sid,rep,cs_p,cs_b,or_p,or_b,pr_p,pr_b,rc_p,rc_b,nn_p,nn_b
6,30,0.04662122257013428,-0.24457341077507658,4.096271591302866e-05,-0.5266408684933814,0.0002050640605404584,-0.45129497663277873,6.047637973120571e-05,-0.490947857992573,6.269301312992392e-05,-0.4891813125210124
6,31,0.042343570603557604,-0.24261495947542733,0.0009441434748674394,-0.4141461162463656,0.0017180236193766716,-0.3714872817792098,0.00014373851045136493,-0.45427655611519085,0.0005359636115233003,-0.4119651399964186
6,32,0.004118147805610311,-0.3518437772707329,0.00042516800161430067,-0.45456439157909984,0.003924867169558543,-0.3522105288626738,0.0004762216312592417,-0.4294929475347933,0.0003410484637116497,-0.44069063602740827
6,33,0.00023472534217759152,-0.4409315762433783,3.877584012296247e-05,-0.5129415996002264,1.243681170558172e-05,-0.5145248248359787,7.682894255835955e-06,-0.5267028548833005,1.7843902189049804e-05,-0.5044123967953498
6,34,0.10239602108619854,-0.20105751978229103,0.03740555598565219,-0.27080380692886147,0.05470871386400458,-0.23243393313424487,0.07212100130967755,-0.21841298845688176,0.047313315077128555,-0.24120715140205115
6,35,0.0011975915467167806,-0.39707991681125354,7.83880707422658e-06,-0.5774519941452546,1.036778121025108e-05,-0.5398855626656944,2.7364200784990364e-05,-0.5117331283597802,9.495133718844662e-06,-0.541200567567708
6,36,0.09835199351474022,-0.19744929612784748,0.004177752711031906,-0.3491332493671516,0.2148379033043538,-0.14524509710698572,0.024189917210852927,-0.264856121664958,0.020905024169824166,-0.27148558707111176
6,37,0.02023486617588547,-0.2802055885694439,9.197393414790005e-05,-0.49764634114788453,7.076516128569049e-06,-0.5517748702091518,2.6400895373107137e-05,-0.5104661870151022,3.99807464862952e-05,-0.49771375712708
6,38,0.06286812028628903,-0.22742574031886045,0.2109265328875553,-0.1557880211979488,0.11173220197821507,-0.19186897468072614,0.0917427541347785,-0.2034763141175452,0.0815138614615985,-0.2101424693958581
6,39,0.3344052560605908,-0.11530236515373818,0.08784640746736523,-0.2117948413254039,0.029321525325812774,-0.25829915010854315,0.015160910174084979,-0.28887604200775746,0.012879715640996218,-0.29571720910687777
6,40,0.03957297931995514,-0.2473284128545199,0.008444502334452621,-0.32806091545741595,0.0034981246401320477,-0.34919194986348406,0.00838465466544227,-0.3133066509843984,0.013721148467087984,-0.2924301250974868
6,41,0.01239497487786949,-0.3029655560339378,0.0014965454498733575,-0.40206937855460523,0.0005752021654802514,-0.4030489144027759,0.002542505096791795,-0.35261497029654854,0.001198800231640498,-0.37898676944143955
6,42,0.012221570289621796,-0.30302604857952475,0.020321034438098906,-0.28669745969911553,0.008997114127735493,-0.3121346790437818,0.0076792539738927135,-0.31833287796916315,0.008508439743159185,-0.3141401951963479
6,43,0.05705595916019746,-0.227254599647915,0.27189470245279107,-0.13712823707951483,0.7061999892696434,-0.044377944279639786,0.7527795389261573,-0.03702508305927394,0.7100945621341925,-0.04371566430772295
6,44,0.0003229089912604858,-0.4280342439257177,9.662135441790572e-05,-0.474826756019084,2.130606316055456e-05,-0.5013468882238338,8.380073015048892e-05,-0.46305251966757277,0.00015318826945745473,-0.4459857633275824
6,45,2.24918573603915e-05,-0.5119725214047408,3.7565675549425506e-05,-0.513265876073107,0.00010779051140084642,-0.4666538050319762,3.822917428222866e-05,-0.4994131609399602,0.00015442770875155734,-0.45765084963108826
6,46,0.012959392795731797,-0.30522447352594073,0.005113849108755349,-0.35222841128414534,0.003217745382732004,-0.3541231432308532,0.0020288743104218037,-0.37107017752767174,0.0023674771500635885,-0.3662513893744658
6,47,0.01653353654605493,-0.28957910733748027,0.019524193635749514,-0.2948693469920592,0.0021519415577516926,-0.367135844029437,0.005875743799882993,-0.328918764185416,0.006786926291471472,-0.3228594889789486
6,48,0.004310222791570714,-0.35472806446822763,0.0008088791974021287,-0.423524219977348,0.0037681027229385998,-0.35356605878549613,0.0012923828876496254,-0.39391016282489655,0.011081790778829469,-0.30884153349065246
6,49,0.0014585681898325582,-0.390688654813327,9.182721008382727e-05,-0.49846571287404,0.001483380391931744,-0.3878492538412745,0.00030620461495062604,-0.4414140545062305,0.00024272254401970977,-0.44887100896774973
